,coder_id,coder,jobset,unit_id,unit_status,confidence_1,confidence_2,event_match,topic_match
44,2606,s_ching@annotator.com,All,3285326_3285636,DONE,++,++,Yes,Yes
45,2606,s_ching@annotator.com,All,3285327_3285375,DONE,++,++,No,Yes
46,2606,s_ching@annotator.com,All,3285327_3286171,DONE,++,++,No,Yes
47,2606,s_ching@annotator.com,All,3285327_6290568,DONE,++,++,No,Yes
48,2606,s_ching@annotator.com,All,3285328_3285625,DONE,++,++,Yes,Yes
49,2606,s_ching@annotator.com,All,3285328_3285657,DONE,++,++,No,No
50,2606,s_ching@annotator.com,All,3285332_3290566,DONE,++,++,No,No
51,2606,s_ching@annotator.com,All,3285332_6290568,DONE,++,++,No,No
52,2606,s_ching@annotator.com,All,3285332_6290574,DONE,++,++,No,No
53,2606,s_ching@annotator.com,All,3285337_6290555,DONE,++,++,No,Yes
54,2606,s_ching@annotator.com,All,3285370_6290523,DONE,++,++,No,Yes
55,2606,s_ching@annotator.com,All,3285370_6290581,DONE,++,++,No,Yes
56,2606,s_ching@annotator.com,All,3285375_3286186,DONE,++,++,No,Yes
57,2606,s_ching@annotator.com,All,3285386_3287398,DONE,--,--,No,No
58,2606,s_ching@annotator.com,All,3285386_6290556,DONE,--,--,No,No
59,2606,s_ching@annotator.com,All,3285386_6290557,DONE,--,--,No,No
60,2606,s_ching@annotator.com,All,3285615_3285370,DONE,++,++,No,Yes
61,2606,s_ching@annotator.com,All,3285615_3287398,DONE,++,++,No,Yes
62,2606,s_ching@annotator.com,All,3285615_6290507,DONE,++,++,No,Yes
63,2606,s_ching@annotator.com,All,3285615_6290557,DONE,++,++,No,Yes
64,2606,s_ching@annotator.com,All,3285627_3287446,DONE,++,++,No,Yes
65,2606,s_ching@annotator.com,All,3285627_3287485,DONE,++,++,No,Yes
66,2606,s_ching@annotator.com,All,3285633_6290523,DONE,++,++,No,Yes
67,2606,s_ching@annotator.com,All,3285634_6290523,DONE,++,++,Yes,Yes
68,2606,s_ching@annotator.com,All,3285637_3287447,DONE,++,++,No,Yes
69,2606,s_ching@annotator.com,All,3285647_3286186,DONE,++,++,No,Yes
70,2606,s_ching@annotator.com,All,3285657_6290555,DONE,++,++,No,No
71,2606,s_ching@annotator.com,All,3285661_3285375,DONE,++,++,No,Yes
72,2606,s_ching@annotator.com,All,3285661_3287399,DONE,++,++,No,Yes
73,2606,s_ching@annotator.com,All,3286168_3285375,DONE,++,++,No,Yes
74,2606,s_ching@annotator.com,All,3286168_3287448,DONE,++,++,No,Yes
75,2606,s_ching@annotator.com,All,3286174_3285615,DONE,++,++,No,Yes
76,2606,s_ching@annotator.com,All,3286174_3285661,DONE,++,++,No,Yes
77,2606,s_ching@annotator.com,All,3286174_3286175,DONE,++,++,No,Yes
78,2606,s_ching@annotator.com,All,3286174_3287398,DONE,++,++,Yes,Yes
79,2606,s_ching@annotator.com,All,3286174_6290556,DONE,++,++,No,Yes
80,2606,s_ching@annotator.com,All,3286175_3285635,DONE,++,++,No,Yes
81,2606,s_ching@annotator.com,All,3286175_3285657,DONE,++,++,No,No
82,2606,s_ching@annotator.com,All,3286175_3286168,DONE,++,++,No,Yes
83,2606,s_ching@annotator.com,All,3286175_6290567,DONE,++,++,No,Yes
84,2606,s_ching@annotator.com,All,3286178_3285229,DONE,++,++,No,Yes
85,2606,s_ching@annotator.com,All,3286178_6290555,DONE,++,++,No,Yes
86,2606,s_ching@annotator.com,All,3286178_6290568,DONE,++,++,No,Yes
87,2606,s_ching@annotator.com,All,3286188_3285322,DONE,++,++,No,Yes
88,2606,s_ching@annotator.com,All,3286188_3285332,DONE,++,++,No,No
89,2606,s_ching@annotator.com,All,3286188_6290567,DONE,++,+,No,Yes
90,2606,s_ching@annotator.com,All,3286194_3285252,DONE,++,++,No,No
91,2606,s_ching@annotator.com,All,3286194_3285325,DONE,++,++,No,No
92,2606,s_ching@annotator.com,All,3286194_3285386,DONE,++,++,No,No
93,2606,s_ching@annotator.com,All,3286194_6290567,DONE,++,++,No,No
94,2606,s_ching@annotator.com,All,3286194_6290579,DONE,++,++,No,No
95,2606,s_ching@annotator.com,All,3286195_3285233,DONE,++,++,No,Yes
96,2606,s_ching@annotator.com,All,3286195_3285625,DONE,++,++,No,Yes
97,2606,s_ching@annotator.com,All,3286195_3287447,DONE,++,++,No,Yes
98,2606,s_ching@annotator.com,All,3286195_6290568,DONE,++,++,No,Yes
99,2606,s_ching@annotator.com,All,3286364_3285240,DONE,++,++,No,Yes
100,2606,s_ching@annotator.com,All,3286364_3285634,DONE,++,++,No,Yes
101,2606,s_ching@annotator.com,All,3286373_3286186,DONE,++,++,No,Yes
102,2606,s_ching@annotator.com,All,3286373_3287485,DONE,++,++,No,Yes
103,2606,s_ching@annotator.com,All,3286373_3290571,DONE,++,++,Yes,Yes
104,2606,s_ching@annotator.com,All,3286373_3290605,DONE,++,++,No,Yes
105,2606,s_ching@annotator.com,All,3286373_3290606,DONE,++,++,No,Yes
106,2606,s_ching@annotator.com,All,3286373_6290505,DONE,++,++,Yes,Yes
107,2606,s_ching@annotator.com,All,3286375_3285228,DONE,++,++,No,Yes
108,2606,s_ching@annotator.com,All,3286375_3285370,DONE,++,++,No,Yes
109,2606,s_ching@annotator.com,All,3286375_6290506,DONE,++,++,No,Yes
110,2606,s_ching@annotator.com,All,3286377_3285337,DONE,++,++,No,No
111,2606,s_ching@annotator.com,All,3286377_3285647,DONE,++,++,No,No
112,2606,s_ching@annotator.com,All,3286377_3286379,DONE,++,++,No,No
113,2606,s_ching@annotator.com,All,3286377_3287448,DONE,++,++,No,No
114,2606,s_ching@annotator.com,All,3286377_3290640,DONE,++,++,No,No
115,2606,s_ching@annotator.com,All,3286377_6290557,DONE,++,++,No,No
116,2606,s_ching@annotator.com,All,3286377_6290568,DONE,++,++,No,No
117,2606,s_ching@annotator.com,All,3286378_3285327,DONE,++,++,No,No
118,2606,s_ching@annotator.com,All,3286378_3285370,DONE,++,++,No,No
119,2606,s_ching@annotator.com,All,3286379_3285634,DONE,++,++,No,No
120,2606,s_ching@annotator.com,All,3286379_3285635,DONE,++,++,No,No
121,2606,s_ching@annotator.com,All,3286379_3285657,DONE,++,+,No,Yes
122,2606,s_ching@annotator.com,All,3286379_3286178,DONE,++,++,No,No
123,2606,s_ching@annotator.com,All,3286379_3287448,DONE,++,++,No,No
124,2606,s_ching@annotator.com,All,3286379_3290622,DONE,++,++,No,No
125,2606,s_ching@annotator.com,All,3287447_3287414,DONE,++,++,No,Yes
126,2606,s_ching@annotator.com,All,3287448_3287447,DONE,++,++,No,Yes
127,2606,s_ching@annotator.com,All,3287459_3287446,DONE,++,++,Yes,Yes
128,2606,s_ching@annotator.com,All,3287465_6290507,DONE,++,++,No,Yes
129,2606,s_ching@annotator.com,All,3287465_6290567,DONE,++,++,No,Yes
130,2606,s_ching@annotator.com,All,3287467_3285229,DONE,++,++,No,Yes
131,2606,s_ching@annotator.com,All,3287467_3285332,DONE,++,++,No,No
132,2606,s_ching@annotator.com,All,3287467_3290643,DONE,++,++,No,Yes
133,2606,s_ching@annotator.com,All,3287468_3285326,DONE,++,++,No,Yes
134,2606,s_ching@annotator.com,All,3287468_3285636,DONE,++,++,No,Yes
135,2606,s_ching@annotator.com,All,3287468_3287485,DONE,++,++,No,Yes
136,2606,s_ching@annotator.com,All,3287470_3285229,DONE,++,++,No,Yes
137,2606,s_ching@annotator.com,All,3287470_3285326,DONE,++,++,No,Yes
138,2606,s_ching@annotator.com,All,3287470_3286188,DONE,++,++,Yes,Yes
139,2606,s_ching@annotator.com,All,3287470_3287446,DONE,++,++,No,Yes
140,2606,s_ching@annotator.com,All,3287471_3285386,DONE,++,++,No,No
141,2606,s_ching@annotator.com,All,3287471_3286195,DONE,++,++,No,Yes
142,2606,s_ching@annotator.com,All,3287471_3290643,DONE,++,++,No,Yes
143,2606,s_ching@annotator.com,All,3287471_3290656,DONE,++,++,Yes,Yes
144,2606,s_ching@annotator.com,All,3287471_3290668,DONE,++,++,No,Yes
145,2606,s_ching@annotator.com,All,3287471_6290505,DONE,++,++,Yes,Yes
146,2606,s_ching@annotator.com,All,3287471_6290579,DONE,++,++,No,Yes
147,2606,s_ching@annotator.com,All,3287472_3285229,DONE,++,++,No,Yes
148,2606,s_ching@annotator.com,All,3287472_3285386,DONE,--,--,No,No
149,2606,s_ching@annotator.com,All,3287472_3285633,DONE,++,++,No,Yes
150,2606,s_ching@annotator.com,All,3287472_3286174,DONE,++,++,No,Yes
151,2606,s_ching@annotator.com,All,3287472_3286377,DONE,++,++,No,No
152,2606,s_ching@annotator.com,All,3287472_3287414,DONE,++,++,No,Yes
153,2606,s_ching@annotator.com,All,3287472_6290581,DONE,++,++,Yes,Yes
154,2606,s_ching@annotator.com,All,3287473_3285370,DONE,++,++,No,Yes
155,2606,s_ching@annotator.com,All,3287473_3285627,DONE,++,++,No,Yes
156,2606,s_ching@annotator.com,All,3287473_3286188,DONE,++,++,No,Yes
157,2606,s_ching@annotator.com,All,3287473_3287446,DONE,++,+,Yes,Yes
158,2606,s_ching@annotator.com,All,3287473_3287468,DONE,++,++,No,Yes
159,2606,s_ching@annotator.com,All,3287473_3290566,DONE,++,++,No,Yes
160,2606,s_ching@annotator.com,All,3287473_6290506,DONE,++,+,No,Yes
161,2606,s_ching@annotator.com,All,3287473_6290574,DONE,++,++,Yes,Yes
162,2606,s_ching@annotator.com,All,3287474_3285634,DONE,++,++,No,Yes
163,2606,s_ching@annotator.com,All,3287474_3286174,DONE,++,++,No,Yes
164,2606,s_ching@annotator.com,All,3287474_3287399,DONE,++,++,Yes,Yes
165,2606,s_ching@annotator.com,All,3287474_3287459,DONE,++,++,Yes,Yes
166,2606,s_ching@annotator.com,All,3287474_3290571,DONE,++,++,Yes,Yes
167,2606,s_ching@annotator.com,All,3287475_3285615,DONE,++,++,No,Yes
168,2606,s_ching@annotator.com,All,3287475_3287470,DONE,++,++,Yes,Yes
169,2606,s_ching@annotator.com,All,3287475_3290643,DONE,++,++,No,Yes
170,2606,s_ching@annotator.com,All,3287476_3287471,DONE,++,++,Yes,Yes
171,2606,s_ching@annotator.com,All,3287476_3290622,DONE,++,++,No,Yes
172,2606,s_ching@annotator.com,All,3287477_3285233,DONE,++,++,No,Yes
173,2606,s_ching@annotator.com,All,3287477_3285243,DONE,++,++,No,Yes
174,2606,s_ching@annotator.com,All,3287477_3286373,DONE,++,++,Yes,Yes
175,2606,s_ching@annotator.com,All,3287477_3287447,DONE,++,++,No,Yes
176,2606,s_ching@annotator.com,All,3287477_3290566,DONE,++,+,No,Yes
177,2606,s_ching@annotator.com,All,3287477_6290568,DONE,++,++,No,Yes
178,2606,s_ching@annotator.com,All,3287479_3285227,DONE,++,++,No,Yes
179,2606,s_ching@annotator.com,All,3287479_3285316,DONE,++,++,No,Yes
180,2606,s_ching@annotator.com,All,3287479_3285335,DONE,++,++,No,No
181,2606,s_ching@annotator.com,All,3287479_3287447,DONE,++,++,No,Yes
182,2606,s_ching@annotator.com,All,3287479_3287477,DONE,++,++,Yes,Yes
183,2606,s_ching@annotator.com,All,3287479_3290608,DONE,++,++,No,Yes
184,2606,s_ching@annotator.com,All,3287479_6290556,DONE,++,++,No,Yes
185,2606,s_ching@annotator.com,All,3287480_3285230,DONE,++,++,No,Yes
186,2606,s_ching@annotator.com,All,3287480_3285635,DONE,++,++,No,Yes
187,2606,s_ching@annotator.com,All,3287480_3286378,DONE,++,++,No,No
188,2606,s_ching@annotator.com,All,3287480_3290643,DONE,++,++,No,Yes
189,2606,s_ching@annotator.com,All,3287480_6290579,DONE,++,++,No,Yes
190,2606,s_ching@annotator.com,All,3287500_3285322,DONE,++,++,No,Yes
191,2606,s_ching@annotator.com,All,3287500_3286195,DONE,++,++,No,Yes
192,2606,s_ching@annotator.com,All,3287500_3287465,DONE,++,++,No,Yes
193,2606,s_ching@annotator.com,All,3287500_3287475,DONE,++,++,No,Yes
194,2606,s_ching@annotator.com,All,3287500_3290620,DONE,++,++,No,Yes
195,2606,s_ching@annotator.com,All,3287512_3285328,DONE,++,++,No,Yes
196,2606,s_ching@annotator.com,All,3287512_3286379,DONE,++,++,No,No
197,2606,s_ching@annotator.com,All,3287512_3287477,DONE,++,++,No,Yes
198,2606,s_ching@annotator.com,All,3287512_3290570,DONE,++,++,No,No
199,2606,s_ching@annotator.com,All,3287512_3290668,DONE,++,++,No,Yes
200,2606,s_ching@annotator.com,All,3287512_6290579,DONE,++,++,No,Yes
201,2606,s_ching@annotator.com,All,3287516_3285226,DONE,++,++,No,Yes
202,2606,s_ching@annotator.com,All,3287516_3286178,DONE,++,++,No,Yes
203,2606,s_ching@annotator.com,All,3287516_3287397,DONE,++,++,No,Yes
204,2606,s_ching@annotator.com,All,3287516_3287447,DONE,++,++,No,Yes
205,2606,s_ching@annotator.com,All,3287516_3290656,DONE,++,++,No,Yes
206,2606,s_ching@annotator.com,All,3287521_3285370,DONE,++,++,No,Yes
207,2606,s_ching@annotator.com,All,3287521_3285634,DONE,++,++,No,Yes
208,2606,s_ching@annotator.com,All,3287521_3287414,DONE,++,++,Yes,Yes
209,2606,s_ching@annotator.com,All,3287521_3287465,DONE,++,++,Yes,Yes
210,2606,s_ching@annotator.com,All,3287521_6290506,DONE,++,++,No,Yes
211,2606,s_ching@annotator.com,All,3287521_6290567,DONE,++,++,No,Yes
212,2606,s_ching@annotator.com,All,3287521_6290579,DONE,++,++,No,Yes
213,2606,s_ching@annotator.com,All,3287522_3285375,DONE,++,++,No,Yes
214,2606,s_ching@annotator.com,All,3287522_3287470,DONE,++,++,No,Yes
215,2606,s_ching@annotator.com,All,3287522_3287475,DONE,++,++,No,Yes
216,2606,s_ching@annotator.com,All,3287527_3285316,DONE,++,++,No,Yes
217,2606,s_ching@annotator.com,All,3287527_3285627,DONE,++,++,Yes,Yes
218,2606,s_ching@annotator.com,All,3287527_3286375,DONE,++,++,Yes,Yes
219,2606,s_ching@annotator.com,All,3287527_3287448,DONE,++,++,No,Yes
220,2606,s_ching@annotator.com,All,3287527_3287465,DONE,++,++,Yes,Yes
221,2606,s_ching@annotator.com,All,3287527_3287475,DONE,++,++,Yes,Yes
222,2606,s_ching@annotator.com,All,3287527_3290567,DONE,++,++,No,No
223,2606,s_ching@annotator.com,All,3287527_3290593,DONE,++,++,Yes,Yes
224,2606,s_ching@annotator.com,All,3287529_3285322,DONE,++,++,No,No
225,2606,s_ching@annotator.com,All,3287529_3285327,DONE,++,++,No,No
226,2606,s_ching@annotator.com,All,3287529_3285661,DONE,++,++,No,No
227,2606,s_ching@annotator.com,All,3287529_3286171,DONE,++,++,No,No
228,2606,s_ching@annotator.com,All,3287529_3288493,DONE,++,++,No,No
229,2606,s_ching@annotator.com,All,3287529_3290622,DONE,++,++,No,No
230,2606,s_ching@annotator.com,All,3287530_3285230,DONE,++,++,No,No
231,2606,s_ching@annotator.com,All,3287530_3285633,DONE,++,++,No,No
232,2606,s_ching@annotator.com,All,3287530_3286195,DONE,++,++,No,No
233,2606,s_ching@annotator.com,All,3287530_3287500,DONE,++,++,No,No
234,2606,s_ching@annotator.com,All,3287530_3288497,DONE,++,++,No,No
235,2606,s_ching@annotator.com,All,3287530_3290586,DONE,++,++,No,No
236,2606,s_ching@annotator.com,All,3287530_3290640,DONE,++,++,No,No
237,2606,s_ching@annotator.com,All,3287530_3290653,DONE,++,++,No,No
238,2606,s_ching@annotator.com,All,3287531_3286171,DONE,++,++,No,No
239,2606,s_ching@annotator.com,All,3287531_3286186,DONE,++,++,No,No
240,2606,s_ching@annotator.com,All,3287531_3287397,DONE,++,++,No,No
241,2606,s_ching@annotator.com,All,3287531_3287467,DONE,++,++,No,No
242,2606,s_ching@annotator.com,All,3287531_3290570,DONE,++,++,No,No
243,2606,s_ching@annotator.com,All,3287531_3290586,DONE,++,++,No,No
244,2606,s_ching@annotator.com,All,3287531_3290622,DONE,++,++,No,No
245,2606,s_ching@annotator.com,All,3287531_3290643,DONE,++,++,No,No
246,2606,s_ching@annotator.com,All,3287531_6290506,DONE,++,++,No,No
247,2606,s_ching@annotator.com,All,3287531_6290579,DONE,++,++,No,Yes
248,2606,s_ching@annotator.com,All,3287532_3285226,DONE,++,++,No,No
249,2606,s_ching@annotator.com,All,3287532_3285335,DONE,++,++,Yes,Yes
250,2606,s_ching@annotator.com,All,3287532_3285337,DONE,++,++,No,No
251,2606,s_ching@annotator.com,All,3287532_3285625,DONE,++,++,No,No
252,2606,s_ching@annotator.com,All,3287532_3286194,DONE,++,++,No,Yes
253,2606,s_ching@annotator.com,All,3287532_3287414,DONE,++,++,No,No
254,2606,s_ching@annotator.com,All,3287532_3287447,DONE,++,++,No,No
255,2606,s_ching@annotator.com,All,3287532_3290589,DONE,++,++,No,No
256,2606,s_ching@annotator.com,All,3287532_6290557,DONE,++,++,No,No
257,2606,s_ching@annotator.com,All,3287533_3285325,DONE,++,++,No,No
258,2606,s_ching@annotator.com,All,3287533_3285328,DONE,++,++,No,No
259,2606,s_ching@annotator.com,All,3287533_3285634,DONE,++,++,No,No
260,2606,s_ching@annotator.com,All,3287533_3286171,DONE,++,++,No,No
261,2606,s_ching@annotator.com,All,3287533_3287458,DONE,++,++,No,No
262,2606,s_ching@annotator.com,All,3287533_3287475,DONE,++,++,No,No
263,2606,s_ching@annotator.com,All,3287533_3287550,DONE,++,++,No,No
264,2606,s_ching@annotator.com,All,3287534_3285635,DONE,++,++,No,No
265,2606,s_ching@annotator.com,All,3287534_3287458,DONE,++,++,No,No
266,2606,s_ching@annotator.com,All,3287534_3287468,DONE,++,++,No,No
267,2606,s_ching@annotator.com,All,3287534_3287500,DONE,++,++,No,No
268,2606,s_ching@annotator.com,All,3287534_3287577,DONE,++,++,No,No
269,2606,s_ching@annotator.com,All,3287534_3290688,DONE,++,++,No,No
270,2606,s_ching@annotator.com,All,3287535_3285240,DONE,++,++,No,Yes
271,2606,s_ching@annotator.com,All,3287535_3285254,DONE,++,++,No,No
272,2606,s_ching@annotator.com,All,3287535_3285386,DONE,++,++,No,No
273,2606,s_ching@annotator.com,All,3287535_3285615,DONE,++,++,No,Yes
274,2606,s_ching@annotator.com,All,3287535_3286375,DONE,++,++,No,Yes
275,2606,s_ching@annotator.com,All,3287535_3287467,DONE,++,++,Yes,Yes
276,2606,s_ching@annotator.com,All,3287535_3287479,DONE,++,++,No,Yes
277,2606,s_ching@annotator.com,All,3287535_3288419,DONE,++,++,No,No
278,2606,s_ching@annotator.com,All,3287535_3290596,DONE,++,++,No,Yes
279,2606,s_ching@annotator.com,All,3287535_3290622,DONE,++,++,No,Yes
280,2606,s_ching@annotator.com,All,3287535_3290668,DONE,++,++,No,Yes
281,2606,s_ching@annotator.com,All,3287536_3285243,DONE,++,++,No,Yes
282,2606,s_ching@annotator.com,All,3287536_3285627,DONE,++,++,No,Yes
283,2606,s_ching@annotator.com,All,3287536_3286175,DONE,++,++,No,Yes
284,2606,s_ching@annotator.com,All,3287536_3287527,DONE,++,++,No,Yes
285,2606,s_ching@annotator.com,All,3287536_3287547,DONE,++,++,No,No
286,2606,s_ching@annotator.com,All,3287536_3290589,DONE,++,++,No,Yes
287,2606,s_ching@annotator.com,All,3287536_3290606,DONE,++,++,No,Yes
288,2606,s_ching@annotator.com,All,3287537_3285217,DONE,++,++,No,No
289,2606,s_ching@annotator.com,All,3287537_3285316,DONE,++,++,No,No
290,2606,s_ching@annotator.com,All,3287537_3285326,DONE,++,++,No,No
291,2606,s_ching@annotator.com,All,3287537_3285375,DONE,++,++,No,No
292,2606,s_ching@annotator.com,All,3287537_3287474,DONE,++,++,No,No
293,2606,s_ching@annotator.com,All,3287537_3290604,DONE,++,++,No,No
294,2606,s_ching@annotator.com,All,3287537_3290695,DONE,++,++,No,No
295,2606,s_ching@annotator.com,All,3287537_6290507,DONE,++,++,No,No
296,2606,s_ching@annotator.com,All,3287538_3285634,DONE,++,++,No,No
297,2606,s_ching@annotator.com,All,3287538_3285647,DONE,++,++,No,No
298,2606,s_ching@annotator.com,All,3287538_3286364,DONE,++,++,No,No
299,2606,s_ching@annotator.com,All,3287538_3287532,DONE,++,++,No,Yes
300,2606,s_ching@annotator.com,All,3287538_3287536,DONE,++,++,No,No
301,2606,s_ching@annotator.com,All,3287538_3288534,DONE,++,++,No,No
302,2606,s_ching@annotator.com,All,3287538_6290507,DONE,++,++,No,No
303,2606,s_ching@annotator.com,All,3287547_3285322,DONE,++,++,No,No
304,2606,s_ching@annotator.com,All,3287547_3285647,DONE,++,++,No,No
305,2606,s_ching@annotator.com,All,3287547_3286373,DONE,++,++,No,No
306,2606,s_ching@annotator.com,All,3287547_3287399,DONE,++,++,No,No
307,2606,s_ching@annotator.com,All,3287547_3290640,DONE,++,++,No,No
308,2606,s_ching@annotator.com,All,3287547_3290668,DONE,++,++,No,No
309,2606,s_ching@annotator.com,All,3287547_3290705,DONE,++,++,No,No
310,2606,s_ching@annotator.com,All,3287550_3285233,DONE,++,++,No,Yes
311,2606,s_ching@annotator.com,All,3287550_3287470,DONE,++,++,No,Yes
312,2606,s_ching@annotator.com,All,3287550_3290593,DONE,++,++,No,Yes
313,2606,s_ching@annotator.com,All,3287550_3290622,DONE,++,++,No,Yes
314,2606,s_ching@annotator.com,All,3287550_3290632,DONE,++,++,No,Yes
315,2606,s_ching@annotator.com,All,3287550_6290567,DONE,++,++,No,Yes
316,2606,s_ching@annotator.com,All,3287577_3285217,DONE,++,++,No,Yes
317,2606,s_ching@annotator.com,All,3287577_3285230,DONE,++,++,No,Yes
318,2606,s_ching@annotator.com,All,3287577_3285233,DONE,++,++,No,Yes
319,2606,s_ching@annotator.com,All,3287577_3285323,DONE,++,++,No,Yes
320,2606,s_ching@annotator.com,All,3287577_3285637,DONE,++,++,No,Yes
321,2606,s_ching@annotator.com,All,3287577_3286168,DONE,++,++,No,Yes
322,2606,s_ching@annotator.com,All,3287577_3290580,DONE,++,+,Yes,Yes
323,2606,s_ching@annotator.com,All,3287577_3290608,DONE,++,++,No,Yes
324,2606,s_ching@annotator.com,All,3287577_3290701,DONE,++,++,No,No
325,2606,s_ching@annotator.com,All,3287577_3290705,DONE,++,++,No,Yes
326,2606,s_ching@annotator.com,All,3287577_6290557,DONE,++,++,No,Yes
327,2606,s_ching@annotator.com,All,3287577_6290568,DONE,++,+,No,Yes
328,2606,s_ching@annotator.com,All,3287578_3285633,DONE,++,++,No,Yes
329,2606,s_ching@annotator.com,All,3287578_3285661,DONE,++,++,No,Yes
330,2606,s_ching@annotator.com,All,3287578_3286174,DONE,++,++,No,Yes
331,2606,s_ching@annotator.com,All,3287578_3287397,DONE,++,++,Yes,Yes
332,2606,s_ching@annotator.com,All,3287578_3287516,DONE,++,++,No,Yes
333,2606,s_ching@annotator.com,All,3287578_3290701,DONE,++,++,No,No
334,2606,s_ching@annotator.com,All,3287580_3285627,DONE,++,++,No,Yes
335,2606,s_ching@annotator.com,All,3287580_3286171,DONE,++,++,Yes,Yes
336,2606,s_ching@annotator.com,All,3287580_3286175,DONE,++,++,No,Yes
337,2606,s_ching@annotator.com,All,3287580_3287530,DONE,++,++,No,No
338,2606,s_ching@annotator.com,All,3287580_3287538,DONE,++,++,No,No
339,2606,s_ching@annotator.com,All,3287580_3290596,DONE,++,++,No,Yes
340,2606,s_ching@annotator.com,All,3288419_3285615,DONE,++,++,No,No
341,2606,s_ching@annotator.com,All,3288419_3286377,DONE,++,++,No,No
342,2606,s_ching@annotator.com,All,3288419_3287446,DONE,++,++,No,No
343,2606,s_ching@annotator.com,All,3288419_3287448,DONE,++,++,No,No
344,2606,s_ching@annotator.com,All,3288419_3287474,DONE,++,++,No,No
345,2606,s_ching@annotator.com,All,3288419_3290580,DONE,++,++,No,No
346,2606,s_ching@annotator.com,All,3288493_3285647,DONE,++,++,No,Yes
347,2606,s_ching@annotator.com,All,3288493_3287447,DONE,++,++,Yes,Yes
348,2606,s_ching@annotator.com,All,3288493_3287500,DONE,++,++,Yes,Yes
349,2606,s_ching@annotator.com,All,3288493_3287516,DONE,++,++,No,Yes
350,2606,s_ching@annotator.com,All,3288497_3285386,DONE,--,--,No,No
