,coder_id,coder,jobset,unit_id,unit_status,variable,value,seconds,field
38,2608,floris_v@annotator.com,All,3287530_3286195,DONE,event_match,No,0.907,
39,2608,floris_v@annotator.com,All,3287530_3286195,DONE,confidence_2,++,2.439,
40,2608,floris_v@annotator.com,All,3288419_3285615,DONE,topic_match,No,14.269,
41,2608,floris_v@annotator.com,All,3288419_3285615,DONE,confidence_1,++,0.898,
42,2608,floris_v@annotator.com,All,3288419_3285615,DONE,event_match,No,0.716,
43,2608,floris_v@annotator.com,All,3288419_3285615,DONE,confidence_2,++,0.865,
44,2608,floris_v@annotator.com,All,3287536_3286175,DONE,topic_match,Yes,1.999,
45,2608,floris_v@annotator.com,All,3287536_3286175,DONE,confidence_1,++,1.367,
46,2608,floris_v@annotator.com,All,3287536_3286175,DONE,event_match,No,0.873,
47,2608,floris_v@annotator.com,All,3287536_3286175,DONE,confidence_2,++,1.505,
48,2608,floris_v@annotator.com,All,3290593_3286194,DONE,topic_match,No,3309.291,
49,2608,floris_v@annotator.com,All,3290593_3286194,DONE,confidence_1,++,2.259,
50,2608,floris_v@annotator.com,All,3290593_3286194,DONE,event_match,No,3.597,
51,2608,floris_v@annotator.com,All,3290593_3286194,DONE,confidence_2,++,2.05,
52,2608,floris_v@annotator.com,All,3287531_6290506,DONE,topic_match,No,96.363,
53,2608,floris_v@annotator.com,All,3287531_6290506,DONE,confidence_1,++,1.686,
54,2608,floris_v@annotator.com,All,3287531_6290506,DONE,event_match,No,0.844,
55,2608,floris_v@annotator.com,All,3287531_6290506,DONE,confidence_2,++,1.752,
56,2608,floris_v@annotator.com,All,3290632_3285325,DONE,topic_match,Yes,4.595,
57,2608,floris_v@annotator.com,All,3290632_3285325,DONE,confidence_1,++,1.623,
58,2608,floris_v@annotator.com,All,3290632_3285325,DONE,event_match,No,0.71,
59,2608,floris_v@annotator.com,All,3290632_3285325,DONE,confidence_2,++,0.721,
60,2608,floris_v@annotator.com,All,3290621_6290579,DONE,topic_match,Yes,21.952,
61,2608,floris_v@annotator.com,All,3290621_6290579,DONE,confidence_1,++,0.765,
62,2608,floris_v@annotator.com,All,3290621_6290579,DONE,event_match,No,0.902,
63,2608,floris_v@annotator.com,All,3290621_6290579,DONE,confidence_2,++,1.347,
64,2608,floris_v@annotator.com,All,6290555_3287398,DONE,topic_match,Yes,8.906,
65,2608,floris_v@annotator.com,All,6290555_3287398,DONE,confidence_1,++,1.057,
66,2608,floris_v@annotator.com,All,6290555_3287398,DONE,event_match,Yes,1.932,
67,2608,floris_v@annotator.com,All,6290555_3287398,DONE,confidence_2,++,0.882,
68,2608,floris_v@annotator.com,All,3290695_3287516,DONE,topic_match,Yes,3.127,
69,2608,floris_v@annotator.com,All,3290695_3287516,DONE,confidence_1,++,2.241,
70,2608,floris_v@annotator.com,All,3290695_3287516,DONE,event_match,No,0.814,
71,2608,floris_v@annotator.com,All,3290695_3287516,DONE,confidence_2,++,1.101,
72,2608,floris_v@annotator.com,All,3285254_3285635,DONE,topic_match,No,9.7,
73,2608,floris_v@annotator.com,All,3285254_3285635,DONE,confidence_1,++,1.22,
74,2608,floris_v@annotator.com,All,3285254_3285635,DONE,event_match,No,0.993,
75,2608,floris_v@annotator.com,All,3285254_3285635,DONE,confidence_2,++,0.772,
76,2608,floris_v@annotator.com,All,3286174_6290556,DONE,topic_match,Yes,1.656,
77,2608,floris_v@annotator.com,All,3286174_6290556,DONE,confidence_1,++,1.032,
78,2608,floris_v@annotator.com,All,3286174_6290556,DONE,event_match,No,1.841,
79,2608,floris_v@annotator.com,All,3286174_6290556,DONE,confidence_2,++,0.974,
80,2608,floris_v@annotator.com,All,3286364_3285634,DONE,topic_match,Yes,1.731,
81,2608,floris_v@annotator.com,All,3286364_3285634,DONE,confidence_1,++,1.032,
82,2608,floris_v@annotator.com,All,3286364_3285634,DONE,event_match,No,1.219,
83,2608,floris_v@annotator.com,All,3286364_3285634,DONE,confidence_2,++,0.796,
84,2608,floris_v@annotator.com,All,3287473_6290574,DONE,topic_match,Yes,4.847,
85,2608,floris_v@annotator.com,All,3287473_6290574,DONE,confidence_1,++,1.174,
86,2608,floris_v@annotator.com,All,3287473_6290574,DONE,event_match,No,1.086,
87,2608,floris_v@annotator.com,All,3287473_6290574,DONE,confidence_2,++,0.779,
88,2608,floris_v@annotator.com,All,3287531_3287467,DONE,topic_match,No,2.058,
89,2608,floris_v@annotator.com,All,3287531_3287467,DONE,confidence_1,++,0.999,
90,2608,floris_v@annotator.com,All,3287531_3287467,DONE,event_match,No,0.992,
91,2608,floris_v@annotator.com,All,3287531_3287467,DONE,confidence_2,++,1.574,
92,2608,floris_v@annotator.com,All,3290622_3285615,DONE,topic_match,Yes,2.266,
93,2608,floris_v@annotator.com,All,3290622_3285615,DONE,confidence_1,++,0.875,
94,2608,floris_v@annotator.com,All,3290622_3285615,DONE,event_match,No,0.934,
95,2608,floris_v@annotator.com,All,3290622_3285615,DONE,confidence_2,++,0.747,
96,2608,floris_v@annotator.com,All,3288518_3285229,DONE,topic_match,Yes,2.838,
97,2608,floris_v@annotator.com,All,3288518_3285229,DONE,confidence_1,++,1.975,
98,2608,floris_v@annotator.com,All,3288518_3285229,DONE,event_match,No,1.858,
99,2608,floris_v@annotator.com,All,3288518_3285229,DONE,confidence_2,++,0.907,
100,2608,floris_v@annotator.com,All,3287537_3287474,DONE,topic_match,No,1.852,
101,2608,floris_v@annotator.com,All,3287537_3287474,DONE,confidence_1,++,1.052,
102,2608,floris_v@annotator.com,All,3287537_3287474,DONE,event_match,No,0.762,
103,2608,floris_v@annotator.com,All,3287537_3287474,DONE,confidence_2,++,0.984,
104,2608,floris_v@annotator.com,All,3288528_3290593,DONE,topic_match,Yes,5.381,
105,2608,floris_v@annotator.com,All,3288528_3290593,DONE,confidence_1,++,1.891,
106,2608,floris_v@annotator.com,All,3288528_3290593,DONE,event_match,No,1.085,
107,2608,floris_v@annotator.com,All,3288528_3290593,DONE,confidence_2,++,0.746,
108,2608,floris_v@annotator.com,All,3287550_3290593,DONE,topic_match,Yes,1.963,
109,2608,floris_v@annotator.com,All,3287550_3290593,DONE,confidence_1,++,1.108,
110,2608,floris_v@annotator.com,All,3287550_3290593,DONE,event_match,No,0.924,
111,2608,floris_v@annotator.com,All,3287550_3290593,DONE,confidence_2,++,0.822,
112,2608,floris_v@annotator.com,All,3287473_3287446,DONE,topic_match,Yes,3.662,
113,2608,floris_v@annotator.com,All,3287473_3287446,DONE,confidence_1,++,0.925,
114,2608,floris_v@annotator.com,All,3287473_3287446,DONE,event_match,No,0.739,
115,2608,floris_v@annotator.com,All,3287473_3287446,DONE,confidence_2,++,0.891,
116,2608,floris_v@annotator.com,All,3290620_3287414,DONE,topic_match,Yes,3.853,
117,2608,floris_v@annotator.com,All,3290620_3287414,DONE,confidence_1,++,0.992,
118,2608,floris_v@annotator.com,All,3290620_3287414,DONE,event_match,No,1.086,
119,2608,floris_v@annotator.com,All,3290620_3287414,DONE,confidence_2,++,0.879,
120,2608,floris_v@annotator.com,All,3290567_6290507,DONE,topic_match,No,1.059,
121,2608,floris_v@annotator.com,All,3290567_6290507,DONE,confidence_1,++,1.425,
122,2608,floris_v@annotator.com,All,3290567_6290507,DONE,event_match,No,0.837,
123,2608,floris_v@annotator.com,All,3290567_6290507,DONE,confidence_2,++,0.794,
124,2608,floris_v@annotator.com,All,3290681_3290580,DONE,topic_match,No,2.425,
125,2608,floris_v@annotator.com,All,3290681_3290580,DONE,confidence_1,++,1.105,
126,2608,floris_v@annotator.com,All,3290681_3290580,DONE,event_match,No,0.944,
127,2608,floris_v@annotator.com,All,3290681_3290580,DONE,confidence_2,++,0.721,
128,2608,floris_v@annotator.com,All,3287577_6290557,DONE,topic_match,Yes,2.573,
129,2608,floris_v@annotator.com,All,3287577_6290557,DONE,confidence_1,++,0.915,
130,2608,floris_v@annotator.com,All,3287577_6290557,DONE,event_match,No,1.135,
131,2608,floris_v@annotator.com,All,3287577_6290557,DONE,confidence_2,++,2.246,
132,2608,floris_v@annotator.com,All,3290580_3290640,DONE,topic_match,No,3.216,
133,2608,floris_v@annotator.com,All,3290580_3290640,DONE,confidence_1,++,1.144,
134,2608,floris_v@annotator.com,All,3290580_3290640,DONE,event_match,No,0.855,
135,2608,floris_v@annotator.com,All,3290580_3290640,DONE,confidence_2,++,1.076,
136,2608,floris_v@annotator.com,All,3290596_3286194,DONE,topic_match,No,1.754,
137,2608,floris_v@annotator.com,All,3290596_3286194,DONE,confidence_1,++,1.006,
138,2608,floris_v@annotator.com,All,3290596_3286194,DONE,event_match,No,1.094,
139,2608,floris_v@annotator.com,All,3290596_3286194,DONE,confidence_2,++,0.721,
140,2608,floris_v@annotator.com,All,3290620_3287398,DONE,topic_match,Yes,27.298,
141,2608,floris_v@annotator.com,All,3290620_3287398,DONE,confidence_1,++,0.991,
142,2608,floris_v@annotator.com,All,3290620_3287398,DONE,event_match,Yes,0.749,
143,2608,floris_v@annotator.com,All,3290620_3287398,DONE,confidence_2,++,0.765,
144,2608,floris_v@annotator.com,All,3290605_3285328,DONE,topic_match,Yes,3.938,
145,2608,floris_v@annotator.com,All,3290605_3285328,DONE,confidence_1,++,1.808,
146,2608,floris_v@annotator.com,All,3290605_3285328,DONE,event_match,No,0.819,
147,2608,floris_v@annotator.com,All,3290605_3285328,DONE,confidence_2,++,1.496,
148,2608,floris_v@annotator.com,All,3287580_3287538,DONE,topic_match,No,9.526,
149,2608,floris_v@annotator.com,All,3287580_3287538,DONE,confidence_1,++,1.178,
150,2608,floris_v@annotator.com,All,3287580_3287538,DONE,event_match,No,1.069,
151,2608,floris_v@annotator.com,All,3287580_3287538,DONE,confidence_2,++,0.946,
152,2608,floris_v@annotator.com,All,3287532_3285335,DONE,topic_match,Yes,2.772,
153,2608,floris_v@annotator.com,All,3287532_3285335,DONE,confidence_1,++,2.858,
154,2608,floris_v@annotator.com,All,3287532_3285335,DONE,event_match,No,1.049,
155,2608,floris_v@annotator.com,All,3287532_3285335,DONE,confidence_2,++,0.933,
156,2608,floris_v@annotator.com,All,3287530_3288497,DONE,topic_match,No,1.272,
157,2608,floris_v@annotator.com,All,3287530_3288497,DONE,confidence_1,++,1.07,
158,2608,floris_v@annotator.com,All,3287530_3288497,DONE,event_match,No,1.077,
159,2608,floris_v@annotator.com,All,3287530_3288497,DONE,confidence_2,++,1.754,
160,2608,floris_v@annotator.com,All,3287479_6290556,DONE,topic_match,Yes,1.821,
161,2608,floris_v@annotator.com,All,3287479_6290556,DONE,confidence_1,++,1.161,
162,2608,floris_v@annotator.com,All,3287479_6290556,DONE,event_match,No,1.024,
163,2608,floris_v@annotator.com,All,3287479_6290556,DONE,confidence_2,++,0.84,
164,2608,floris_v@annotator.com,All,3290593_3285254,DONE,topic_match,No,2.239,
165,2608,floris_v@annotator.com,All,3290593_3285254,DONE,confidence_1,++,0.856,
166,2608,floris_v@annotator.com,All,3290593_3285254,DONE,event_match,No,0.77,
167,2608,floris_v@annotator.com,All,3290593_3285254,DONE,confidence_2,++,0.745,
168,2608,floris_v@annotator.com,All,3290697_3290688,DONE,topic_match,Yes,2.131,
169,2608,floris_v@annotator.com,All,3290697_3290688,DONE,confidence_1,++,3.473,
170,2608,floris_v@annotator.com,All,3290697_3290688,DONE,event_match,No,1.219,
171,2608,floris_v@annotator.com,All,3290697_3290688,DONE,confidence_2,++,0.82,
172,2608,floris_v@annotator.com,All,3287529_3285322,DONE,topic_match,No,2.412,
173,2608,floris_v@annotator.com,All,3287529_3285322,DONE,confidence_1,++,1.78,
174,2608,floris_v@annotator.com,All,3287529_3285322,DONE,event_match,No,0.837,
175,2608,floris_v@annotator.com,All,3287529_3285322,DONE,confidence_2,++,0.956,
176,2608,floris_v@annotator.com,All,3285337_6290555,DONE,topic_match,Yes,2.494,
177,2608,floris_v@annotator.com,All,3285337_6290555,DONE,confidence_1,++,2.001,
178,2608,floris_v@annotator.com,All,3285337_6290555,DONE,event_match,No,1.226,
179,2608,floris_v@annotator.com,All,3285337_6290555,DONE,confidence_2,++,0.872,
180,2608,floris_v@annotator.com,All,3290580_3286171,DONE,topic_match,Yes,4.295,
181,2608,floris_v@annotator.com,All,3290580_3286171,DONE,confidence_1,++,1.644,
182,2608,floris_v@annotator.com,All,3290580_3286171,DONE,event_match,No,0.873,
183,2608,floris_v@annotator.com,All,3290580_3286171,DONE,confidence_2,++,0.81,
184,2608,floris_v@annotator.com,All,3290668_3285625,DONE,topic_match,Yes,979.459,
185,2608,floris_v@annotator.com,All,3290668_3285625,DONE,confidence_1,++,2.135,
186,2608,floris_v@annotator.com,All,3290668_3285625,DONE,event_match,No,0.891,
187,2608,floris_v@annotator.com,All,3290668_3285625,DONE,confidence_2,++,1.191,
188,2608,floris_v@annotator.com,All,3287531_6290579,DONE,topic_match,No,1.747,
189,2608,floris_v@annotator.com,All,3287531_6290579,DONE,confidence_1,++,1.437,
190,2608,floris_v@annotator.com,All,3287531_6290579,DONE,event_match,No,0.833,
191,2608,floris_v@annotator.com,All,3287531_6290579,DONE,confidence_2,++,0.782,
192,2608,floris_v@annotator.com,All,3287474_3290571,DONE,topic_match,Yes,2.398,
193,2608,floris_v@annotator.com,All,3287474_3290571,DONE,confidence_1,++,1.152,
194,2608,floris_v@annotator.com,All,3287474_3290571,DONE,event_match,No,0.847,
195,2608,floris_v@annotator.com,All,3287474_3290571,DONE,confidence_2,++,1.101,
196,2608,floris_v@annotator.com,All,3288534_3286188,DONE,topic_match,No,13.616,
197,2608,floris_v@annotator.com,All,3288534_3286188,DONE,confidence_1,++,1.228,
198,2608,floris_v@annotator.com,All,3288534_3286188,DONE,event_match,No,1.275,
199,2608,floris_v@annotator.com,All,3288534_3286188,DONE,confidence_2,++,1.141,
200,2608,floris_v@annotator.com,All,3287535_3285386,DONE,topic_match,Yes,5.179,
201,2608,floris_v@annotator.com,All,3287535_3285386,DONE,confidence_1,++,3.078,
202,2608,floris_v@annotator.com,All,3287535_3285386,DONE,event_match,No,0.794,
203,2608,floris_v@annotator.com,All,3287535_3285386,DONE,confidence_2,++,0.872,
204,2608,floris_v@annotator.com,All,3290697_3287522,DONE,topic_match,Yes,2.594,
205,2608,floris_v@annotator.com,All,3290697_3287522,DONE,confidence_1,++,1.118,
206,2608,floris_v@annotator.com,All,3290697_3287522,DONE,event_match,No,0.845,
207,2608,floris_v@annotator.com,All,3290697_3287522,DONE,confidence_2,++,0.87,
208,2608,floris_v@annotator.com,All,3286194_3285325,DONE,topic_match,No,2.399,
209,2608,floris_v@annotator.com,All,3286194_3285325,DONE,confidence_1,++,1.293,
210,2608,floris_v@annotator.com,All,3286194_3285325,DONE,event_match,No,1.07,
211,2608,floris_v@annotator.com,All,3286194_3285325,DONE,confidence_2,++,1.278,
212,2608,floris_v@annotator.com,All,3287577_3290701,DONE,topic_match,No,1.851,
213,2608,floris_v@annotator.com,All,3287577_3290701,DONE,confidence_1,++,0.919,
214,2608,floris_v@annotator.com,All,3287577_3290701,DONE,event_match,No,0.878,
215,2608,floris_v@annotator.com,All,3287577_3290701,DONE,confidence_2,++,0.837,
216,2608,floris_v@annotator.com,All,3287477_3285243,DONE,topic_match,Yes,4.22,
217,2608,floris_v@annotator.com,All,3287477_3285243,DONE,confidence_1,++,1.725,
218,2608,floris_v@annotator.com,All,3287477_3285243,DONE,event_match,No,0.854,
219,2608,floris_v@annotator.com,All,3287477_3285243,DONE,confidence_2,++,1.027,
220,2608,floris_v@annotator.com,All,3286379_3286178,DONE,topic_match,No,21.423,
221,2608,floris_v@annotator.com,All,3286379_3286178,DONE,confidence_1,++,1.561,
222,2608,floris_v@annotator.com,All,3286379_3286178,DONE,event_match,No,1.256,
223,2608,floris_v@annotator.com,All,3286379_3286178,DONE,confidence_2,++,1.99,
224,2608,floris_v@annotator.com,All,3287529_3286171,DONE,topic_match,No,5.638,
225,2608,floris_v@annotator.com,All,3287529_3286171,DONE,confidence_1,++,2.526,
226,2608,floris_v@annotator.com,All,3287529_3286171,DONE,event_match,No,1.429,
227,2608,floris_v@annotator.com,All,3287529_3286171,DONE,confidence_2,++,0.735,
228,2608,floris_v@annotator.com,All,3285647_3286186,DONE,topic_match,No,39.598,
229,2608,floris_v@annotator.com,All,3285647_3286186,DONE,confidence_1,++,2.597,
230,2608,floris_v@annotator.com,All,3285647_3286186,DONE,event_match,No,0.937,
231,2608,floris_v@annotator.com,All,3285647_3286186,DONE,confidence_2,++,0.844,
232,2608,floris_v@annotator.com,All,3287477_6290568,DONE,topic_match,Yes,2.409,
233,2608,floris_v@annotator.com,All,3287477_6290568,DONE,confidence_1,++,1.019,
234,2608,floris_v@annotator.com,All,3287477_6290568,DONE,event_match,No,0.843,
235,2608,floris_v@annotator.com,All,3287477_6290568,DONE,confidence_2,++,2.522,
236,2608,floris_v@annotator.com,All,3287465_6290507,DONE,topic_match,Yes,40.132,
237,2608,floris_v@annotator.com,All,3287465_6290507,DONE,confidence_1,++,1.205,
238,2608,floris_v@annotator.com,All,3287465_6290507,DONE,event_match,No,6.962,
239,2608,floris_v@annotator.com,All,3287465_6290507,DONE,confidence_2,++,0.732,
240,2608,floris_v@annotator.com,All,6290567_6290556,DONE,topic_match,Yes,2.347,
241,2608,floris_v@annotator.com,All,6290567_6290556,DONE,confidence_1,++,1.473,
242,2608,floris_v@annotator.com,All,6290567_6290556,DONE,event_match,No,0.79,
243,2608,floris_v@annotator.com,All,6290567_6290556,DONE,confidence_2,++,0.69,
244,2608,floris_v@annotator.com,All,3287577_3290580,DONE,topic_match,Yes,1.451,
245,2608,floris_v@annotator.com,All,3287577_3290580,DONE,confidence_1,++,2.162,
246,2608,floris_v@annotator.com,All,3287577_3290580,DONE,event_match,No,0.841,
247,2608,floris_v@annotator.com,All,3287577_3290580,DONE,confidence_2,++,1.125,
248,2608,floris_v@annotator.com,All,3288518_3290697,DONE,topic_match,Yes,2.237,
249,2608,floris_v@annotator.com,All,3288518_3290697,DONE,confidence_1,++,0.876,
250,2608,floris_v@annotator.com,All,3288518_3290697,DONE,event_match,No,0.846,
251,2608,floris_v@annotator.com,All,3288518_3290697,DONE,confidence_2,++,0.869,
252,2608,floris_v@annotator.com,All,3290580_3285227,DONE,topic_match,Yes,2.972,
253,2608,floris_v@annotator.com,All,3290580_3285227,DONE,confidence_1,++,0.916,
254,2608,floris_v@annotator.com,All,3290580_3285227,DONE,event_match,No,1.86,
255,2608,floris_v@annotator.com,All,3290580_3285227,DONE,confidence_2,++,0.839,
256,2608,floris_v@annotator.com,All,3290586_3290653,DONE,topic_match,Yes,1.873,
257,2608,floris_v@annotator.com,All,3290586_3290653,DONE,confidence_1,++,0.916,
258,2608,floris_v@annotator.com,All,3290586_3290653,DONE,event_match,No,0.807,
259,2608,floris_v@annotator.com,All,3290586_3290653,DONE,confidence_2,++,0.992,
260,2608,floris_v@annotator.com,All,3290697_3290605,DONE,topic_match,Yes,3.175,
261,2608,floris_v@annotator.com,All,3290697_3290605,DONE,confidence_1,++,0.893,
262,2608,floris_v@annotator.com,All,3290697_3290605,DONE,event_match,No,0.871,
263,2608,floris_v@annotator.com,All,3290697_3290605,DONE,confidence_2,++,1.711,
264,2608,floris_v@annotator.com,All,3287534_3287458,DONE,topic_match,No,1.72,
265,2608,floris_v@annotator.com,All,3287534_3287458,DONE,confidence_1,++,0.916,
266,2608,floris_v@annotator.com,All,3287534_3287458,DONE,event_match,No,1.206,
267,2608,floris_v@annotator.com,All,3287534_3287458,DONE,confidence_2,++,0.693,
268,2608,floris_v@annotator.com,All,3286375_3285228,DONE,topic_match,Yes,5.813,
269,2608,floris_v@annotator.com,All,3286375_3285228,DONE,confidence_1,++,0.96,
270,2608,floris_v@annotator.com,All,3286375_3285228,DONE,event_match,No,0.904,
271,2608,floris_v@annotator.com,All,3286375_3285228,DONE,confidence_2,++,0.728,
272,2608,floris_v@annotator.com,All,3287532_6290557,DONE,topic_match,No,1.807,
273,2608,floris_v@annotator.com,All,3287532_6290557,DONE,confidence_1,++,1.99,
274,2608,floris_v@annotator.com,All,3287532_6290557,DONE,event_match,No,31.25,
275,2608,floris_v@annotator.com,All,3287532_6290557,DONE,confidence_2,++,1.079,
276,2608,floris_v@annotator.com,All,3287479_3285316,DONE,topic_match,Yes,22.681,
277,2608,floris_v@annotator.com,All,3287479_3285316,DONE,confidence_1,++,1.494,
278,2608,floris_v@annotator.com,All,3287479_3285316,DONE,event_match,No,1.499,
279,2608,floris_v@annotator.com,All,3287479_3285316,DONE,confidence_2,++,1.217,
280,2608,floris_v@annotator.com,All,3285217_3285337,DONE,topic_match,Yes,71.328,
281,2608,floris_v@annotator.com,All,3285217_3285337,DONE,confidence_1,++,1.927,
282,2608,floris_v@annotator.com,All,3285217_3285337,DONE,event_match,No,0.86,
283,2608,floris_v@annotator.com,All,3285217_3285337,DONE,confidence_2,++,0.952,
284,2608,floris_v@annotator.com,All,3285637_3287447,DONE,topic_match,Yes,3.873,
285,2608,floris_v@annotator.com,All,3285637_3287447,DONE,confidence_1,++,1.142,
286,2608,floris_v@annotator.com,All,3285637_3287447,DONE,event_match,No,0.755,
287,2608,floris_v@annotator.com,All,3285637_3287447,DONE,confidence_2,++,1.342,
288,2608,floris_v@annotator.com,All,3288528_3285375,DONE,topic_match,Yes,3.922,
289,2608,floris_v@annotator.com,All,3288528_3285375,DONE,confidence_1,++,1.461,
290,2608,floris_v@annotator.com,All,3288528_3285375,DONE,event_match,No,0.85,
291,2608,floris_v@annotator.com,All,3288528_3285375,DONE,confidence_2,++,0.848,
292,2608,floris_v@annotator.com,All,3287532_3285625,DONE,topic_match,No,6.496,
293,2608,floris_v@annotator.com,All,3287532_3285625,DONE,confidence_1,++,1.414,
294,2608,floris_v@annotator.com,All,3287532_3285625,DONE,event_match,No,0.694,
295,2608,floris_v@annotator.com,All,3287532_3285625,DONE,confidence_2,++,0.82,
296,2608,floris_v@annotator.com,All,3287480_6290579,DONE,topic_match,Yes,1.89,
297,2608,floris_v@annotator.com,All,3287480_6290579,DONE,confidence_1,++,0.863,
298,2608,floris_v@annotator.com,All,3287480_6290579,DONE,event_match,No,1.093,
299,2608,floris_v@annotator.com,All,3287480_6290579,DONE,confidence_2,++,1.222,
300,2608,floris_v@annotator.com,All,3290596_3286168,DONE,topic_match,Yes,34.8,
301,2608,floris_v@annotator.com,All,3290596_3286168,DONE,confidence_1,++,1.562,
302,2608,floris_v@annotator.com,All,3290596_3286168,DONE,event_match,No,2.689,
303,2608,floris_v@annotator.com,All,3290596_3286168,DONE,confidence_2,++,0.82,
304,2608,floris_v@annotator.com,All,3285226_3287446,DONE,topic_match,Yes,2.242,
305,2608,floris_v@annotator.com,All,3285226_3287446,DONE,confidence_1,++,1.399,
306,2608,floris_v@annotator.com,All,3285226_3287446,DONE,event_match,No,0.873,
307,2608,floris_v@annotator.com,All,3285226_3287446,DONE,confidence_2,++,0.81,
308,2608,floris_v@annotator.com,All,3285634_6290523,DONE,topic_match,Yes,3.693,
309,2608,floris_v@annotator.com,All,3285634_6290523,DONE,confidence_1,++,0.924,
310,2608,floris_v@annotator.com,All,3285634_6290523,DONE,event_match,No,0.76,
311,2608,floris_v@annotator.com,All,3285634_6290523,DONE,confidence_2,++,0.788,
312,2608,floris_v@annotator.com,All,3286373_3287485,DONE,topic_match,Yes,1.24,
313,2608,floris_v@annotator.com,All,3286373_3287485,DONE,confidence_1,++,1.182,
314,2608,floris_v@annotator.com,All,3286373_3287485,DONE,event_match,No,1.589,
315,2608,floris_v@annotator.com,All,3286373_3287485,DONE,confidence_2,++,0.793,
316,2608,floris_v@annotator.com,All,3287512_3290668,DONE,topic_match,Yes,1.373,
317,2608,floris_v@annotator.com,All,3287512_3290668,DONE,confidence_1,++,0.884,
318,2608,floris_v@annotator.com,All,3287512_3290668,DONE,event_match,No,0.752,
319,2608,floris_v@annotator.com,All,3287512_3290668,DONE,confidence_2,++,0.86,
320,2608,floris_v@annotator.com,All,3285328_3285657,DONE,topic_match,No,3.833,
321,2608,floris_v@annotator.com,All,3285328_3285657,DONE,confidence_1,++,0.929,
322,2608,floris_v@annotator.com,All,3285328_3285657,DONE,event_match,No,0.815,
323,2608,floris_v@annotator.com,All,3285328_3285657,DONE,confidence_2,++,0.717,
324,2608,floris_v@annotator.com,All,3290668_3285634,DONE,topic_match,Yes,5.973,
325,2608,floris_v@annotator.com,All,3290668_3285634,DONE,confidence_1,++,0.891,
326,2608,floris_v@annotator.com,All,3290668_3285634,DONE,event_match,No,0.705,
